date;gracia;pr;eixample;prat;montcada;ciutadella;hebron;badalona
2017-09-20 19:00:00;39.0;76.0;26.0;101.0;63.0;90.0;68.0;79.0
2017-09-20 20:00:00;41.0;65.0;30.0;88.0;47.0;71.0;23.0;75.0
2017-09-20 21:00:00;67.0;47.0;74.0;68.0;21.0;77.0;7.0;21.0
2017-09-20 22:00:00;65.0;51.0;77.0;12.0;10.0;81.0;26.0;3.0
2017-09-20 23:00:00;69.0;59.0;67.0;4.0;2.0;63.0;32.0;7.0
2017-09-21 00:00:00;28.0;49.0;47.0;3.0;1.0;12.0;24.0;2.0
2017-09-21 01:00:00;8.0;52.0;43.0;6.0;1.0;4.0;43.0;2.0
2017-09-21 02:00:00;34.0;62.0;70.0;9.0;1.0;2.0;51.0;9.0
2017-09-21 03:00:00;24.0;66.0;76.0;8.0;1.0;7.0;42.0;24.0
2017-09-21 04:00:00;2.0;58.0;53.0;12.0;1.0;13.0;47.0;35.0
2017-09-21 05:00:00;1.0;29.0;49.0;11.0;1.0;4.0;47.0;32.0
2017-09-21 06:00:00;1.0;7.0;27.0;6.0;1.0;2.0;55.0;26.0
2017-09-21 07:00:00;1.0;1.0;3.0;5.0;1.0;2.0;8.0;11.0
2017-09-21 08:00:00;2.0;1.0;3.0;6.0;1.0;2.0;5.0;6.0
2017-09-21 09:00:00;3.0;3.0;4.0;12.0;3.0;9.0;21.0;10.0
2017-09-21 10:00:00;24.0;16.0;15.0;19.0;6.0;17.0;30.0;19.0
2017-09-21 11:00:00;12.0;31.0;13.0;31.0;14.0;78.0;40.0;57.0
2017-09-21 12:00:00;24.0;46.0;26.0;53.0;47.0;77.0;40.0;76.0
2017-09-21 16:00:00;71.0;90.0;50.0;86.0;85.0;57.0;98.0;80.0
2017-09-21 17:00:00;63.0;82.0;48.0;79.0;80.0;61.0;94.0;71.0
2017-09-21 18:00:00;57.0;76.0;47.0;77.0;73.0;52.0;89.0;67.0
2017-09-21 19:00:00;48.0;60.0;46.0;75.0;60.0;62.0;78.0;56.0
2017-09-21 20:00:00;44.0;51.0;43.0;66.0;44.0;52.0;60.0;59.0
2017-09-21 21:00:00;37.0;34.0;41.0;64.0;14.0;48.0;54.0;54.0
2017-09-21 22:00:00;29.0;10.0;35.0;56.0;10.0;47.0;49.0;35.0
2017-09-21 23:00:00;32.0;20.0;29.0;20.0;16.0;40.0;19.0;16.0
2017-09-22 00:00:00;14.0;29.0;32.0;3.0;4.0;19.0;9.0;36.0
2017-09-22 01:00:00;16.0;36.0;5.0;4.0;2.0;3.0;25.0;13.0
2017-09-22 02:00:00;23.0;31.0;10.0;3.0;1.0;10.0;33.0;36.0
2017-09-22 03:00:00;26.0;29.0;22.0;3.0;1.0;5.0;22.0;11.0
2017-09-22 04:00:00;19.0;19.0;4.0;3.0;1.0;4.0;14.0;11.0
2017-09-22 05:00:00;12.0;26.0;2.0;3.0;1.0;3.0;10.0;9.0
2017-09-22 06:00:00;7.0;29.0;2.0;4.0;1.0;2.0;2.0;2.0
2017-09-22 07:00:00;1.0;4.0;3.0;5.0;1.0;1.0;1.0;1.0
2017-09-22 08:00:00;5.0;2.0;6.0;5.0;1.0;1.0;2.0;2.0
2017-09-22 09:00:00;25.0;29.0;11.0;6.0;2.0;6.0;23.0;4.0
2017-09-22 10:00:00;37.0;48.0;22.0;9.0;5.0;17.0;55.0;35.0
2017-09-22 11:00:00;39.0;47.0;24.0;19.0;19.0;50.0;42.0;77.0
2017-09-22 12:00:00;60.0;63.0;41.0;64.0;54.0;63.0;72.0;85.0
2017-09-22 13:00:00;76.0;74.0;48.0;84.0;76.0;80.0;78.0;95.0
2017-09-22 14:00:00;72.0;71.0;53.0;86.0;81.0;94.0;79.0;103.0
2017-09-22 15:00:00;46.0;38.0;40.0;62.0;57.0;82.0;60.0;98.0
2017-09-22 16:00:00;48.0;65.0;37.0;51.0;71.0;71.0;70.0;72.0
2017-09-22 17:00:00;43.0;50.0;28.0;50.0;71.0;73.0;61.0;69.0
2017-09-22 18:00:00;28.0;30.0;23.0;35.0;49.0;71.0;35.0;70.0
2017-09-22 19:00:00;13.0;16.0;7.0;5.0;14.0;85.0;5.0;29.0
2017-09-22 20:00:00;2.0;2.0;5.0;4.0;6.0;43.0;1.0;11.0
2017-09-22 21:00:00;7.0;2.0;5.0;2.0;1.0;4.0;5.0;11.0
2017-09-22 22:00:00;5.0;4.0;5.0;2.0;1.0;11.0;10.0;4.0
2017-09-22 23:00:00;14.0;20.0;14.0;4.0;1.0;5.0;8.0;20.0
2017-09-23 00:00:00;15.0;21.0;14.0;4.0;1.0;16.0;9.0;10.0
2017-09-23 01:00:00;21.0;35.0;29.0;7.0;1.0;29.0;26.0;3.0
2017-09-23 02:00:00;27.0;49.0;47.0;13.0;1.0;21.0;42.0;6.0
2017-09-23 03:00:00;19.0;46.0;42.0;15.0;1.0;12.0;46.0;31.0
2017-09-23 04:00:00;46.0;47.0;11.0;10.0;4.0;19.0;47.0;29.0
2017-09-23 05:00:00;28.0;28.0;3.0;6.0;1.0;24.0;27.0;6.0
2017-09-23 06:00:00;31.0;10.0;2.0;5.0;1.0;30.0;36.0;3.0
2017-09-23 07:00:00;28.0;1.0;2.0;4.0;4.0;12.0;22.0;2.0
2017-09-23 08:00:00;23.0;9.0;14.0;7.0;3.0;14.0;14.0;10.0
2017-09-23 09:00:00;26.0;28.0;21.0;14.0;5.0;32.0;40.0;9.0
2017-09-23 10:00:00;47.0;60.0;46.0;26.0;17.0;47.0;67.0;20.0
2017-09-23 11:00:00;50.0;67.0;45.0;59.0;39.0;57.0;65.0;52.0
2017-09-23 12:00:00;54.0;55.0;47.0;65.0;58.0;84.0;68.0;82.0
2017-09-23 13:00:00;60.0;67.0;45.0;70.0;71.0;98.0;75.0;92.0
2017-09-23 14:00:00;62.0;88.0;62.0;83.0;83.0;99.0;84.0;95.0
2017-09-23 15:00:00;84.0;97.0;74.0;91.0;87.0;90.0;101.0;99.0
2017-09-23 16:00:00;89.0;94.0;71.0;88.0;86.0;83.0;100.0;100.0
2017-09-23 17:00:00;90.0;94.0;67.0;66.0;87.0;63.0;101.0;98.0
2017-09-23 18:00:00;82.0;87.0;66.0;58.0;85.0;44.0;97.0;96.0
2017-09-23 19:00:00;71.0;79.0;51.0;35.0;76.0;64.0;91.0;84.0
2017-09-23 20:00:00;59.0;46.0;43.0;18.0;60.0;47.0;60.0;54.0
2017-09-23 21:00:00;38.0;20.0;38.0;19.0;42.0;35.0;52.0;40.0
2017-09-23 22:00:00;19.0;7.0;32.0;6.0;35.0;28.0;57.0;44.0
2017-09-23 23:00:00;43.0;41.0;29.0;2.0;13.0;34.0;34.0;40.0
2017-09-24 00:00:00;53.0;53.0;38.0;3.0;13.0;50.0;8.0;28.0
2017-09-24 01:00:00;49.0;44.0;33.0;2.0;10.0;50.0;11.0;23.0
2017-09-24 02:00:00;49.0;49.0;42.0;2.0;3.0;36.0;18.0;36.0
2017-09-24 03:00:00;43.0;42.0;28.0;3.0;3.0;19.0;42.0;43.0
2017-09-24 04:00:00;51.0;35.0;29.0;6.0;6.0;20.0;54.0;46.0
2017-09-24 05:00:00;47.0;46.0;41.0;5.0;6.0;29.0;42.0;39.0
2017-09-24 06:00:00;61.0;56.0;38.0;7.0;5.0;38.0;50.0;38.0
2017-09-24 07:00:00;64.0;59.0;35.0;7.0;7.0;23.0;35.0;38.0
2017-09-24 08:00:00;56.0;41.0;26.0;8.0;16.0;25.0;46.0;38.0
2017-09-24 09:00:00;55.0;44.0;42.0;28.0;18.0;61.0;61.0;42.0
2017-09-24 10:00:00;72.0;56.0;48.0;49.0;32.0;69.0;65.0;50.0
2017-09-24 11:00:00;70.0;73.0;57.0;62.0;55.0;53.0;73.0;63.0
2017-09-24 12:00:00;78.0;80.0;58.0;62.0;77.0;61.0;86.0;61.0
2017-09-24 13:00:00;90.0;89.0;70.0;71.0;83.0;62.0;98.0;63.0
2017-09-24 14:00:00;91.0;94.0;77.0;71.0;88.0;74.0;101.0;72.0
2017-09-24 15:00:00;94.0;92.0;83.0;81.0;92.0;67.0;104.0;90.0
2017-09-24 16:00:00;88.0;85.0;76.0;79.0;88.0;66.0;98.0;74.0
2017-09-24 17:00:00;80.0;83.0;67.0;61.0;80.0;72.0;90.0;70.0
2017-09-24 18:00:00;81.0;80.0;72.0;58.0;76.0;80.0;89.0;75.0
2017-09-24 19:00:00;79.0;71.0;63.0;41.0;68.0;60.0;80.0;75.0
2017-09-24 20:00:00;64.0;58.0;52.0;30.0;54.0;52.0;66.0;62.0
2017-09-24 21:00:00;55.0;30.0;57.0;15.0;37.0;48.0;63.0;53.0
2017-09-24 22:00:00;45.0;31.0;44.0;10.0;13.0;52.0;31.0;35.0
2017-09-24 23:00:00;33.0;20.0;42.0;12.0;5.0;47.0;17.0;11.0
2017-09-25 00:00:00;49.0;48.0;40.0;4.0;2.0;53.0;8.0;21.0
2017-09-25 01:00:00;63.0;57.0;46.0;3.0;3.0;54.0;18.0;22.0
2017-09-25 02:00:00;25.0;38.0;34.0;4.0;6.0;23.0;44.0;41.0
2017-09-25 03:00:00;23.0;28.0;38.0;3.0;2.0;5.0;72.0;59.0
2017-09-25 04:00:00;27.0;36.0;44.0;5.0;1.0;3.0;56.0;57.0
2017-09-25 05:00:00;18.0;33.0;39.0;8.0;1.0;8.0;40.0;53.0
2017-09-25 06:00:00;30.0;32.0;22.0;6.0;1.0;3.0;26.0;38.0
2017-09-25 07:00:00;29.0;22.0;25.0;2.0;1.0;3.0;22.0;26.0
2017-09-25 08:00:00;39.0;29.0;19.0;3.0;1.0;2.0;13.0;22.0
2017-09-25 09:00:00;51.0;28.0;36.0;12.0;2.0;5.0;30.0;25.0
2017-09-25 10:00:00;39.0;41.0;22.0;22.0;8.0;13.0;43.0;41.0
2017-09-25 11:00:00;54.0;57.0;42.0;32.0;30.0;52.0;57.0;74.0
2017-09-25 12:00:00;74.0;70.0;65.0;55.0;78.0;67.0;84.0;82.0
2017-09-25 13:00:00;87.0;86.0;77.0;74.0;84.0;79.0;92.0;97.0
2017-09-25 14:00:00;92.0;89.0;74.0;84.0;93.0;83.0;97.0;97.0
2017-09-25 15:00:00;91.0;94.0;83.0;88.0;92.0;91.0;102.0;101.0
2017-09-25 16:00:00;93.0;94.0;81.0;86.0;90.0;83.0;98.0;96.0
2017-09-25 17:00:00;97.0;95.0;82.0;89.0;89.0;96.0;101.0;97.0
2017-09-25 18:00:00;86.0;85.0;68.0;86.0;77.0;91.0;90.0;88.0
2017-09-25 19:00:00;70.0;72.0;54.0;60.0;71.0;85.0;77.0;72.0
2017-09-25 20:00:00;79.0;81.0;59.0;61.0;83.0;90.0;85.0;79.0
2017-09-25 21:00:00;72.0;84.0;49.0;61.0;50.0;86.0;69.0;63.0
2017-09-25 22:00:00;68.0;86.0;53.0;33.0;56.0;67.0;83.0;73.0
2017-09-25 23:00:00;69.0;85.0;50.0;17.0;48.0;73.0;74.0;82.0
2017-09-26 00:00:00;67.0;84.0;53.0;36.0;25.0;68.0;61.0;70.0
2017-09-26 01:00:00;60.0;71.0;51.0;35.0;11.0;50.0;48.0;56.0
2017-09-26 02:00:00;38.0;50.0;30.0;29.0;12.0;21.0;56.0;60.0
2017-09-26 03:00:00;63.0;64.0;60.0;33.0;19.0;3.0;78.0;65.0
2017-09-26 04:00:00;64.0;67.0;63.0;27.0;12.0;18.0;75.0;56.0
2017-09-26 05:00:00;58.0;61.0;55.0;24.0;3.0;15.0;62.0;38.0
2017-09-26 06:00:00;56.0;71.0;37.0;11.0;1.0;45.0;58.0;30.0
2017-09-26 07:00:00;29.0;62.0;22.0;3.0;1.0;22.0;56.0;14.0
2017-09-26 08:00:00;20.0;44.0;17.0;4.0;2.0;9.0;49.0;15.0
2017-09-26 09:00:00;40.0;59.0;26.0;14.0;5.0;41.0;57.0;24.0
2017-09-26 10:00:00;59.0;68.0;31.0;26.0;14.0;67.0;60.0;33.0
2017-09-26 11:00:00;51.0;69.0;48.0;38.0;24.0;66.0;66.0;37.0
2017-09-26 12:00:00;36.0;63.0;40.0;59.0;58.0;55.0;69.0;59.0
2017-09-26 13:00:00;58.0;72.0;45.0;70.0;64.0;64.0;70.0;74.0
2017-09-26 14:00:00;67.0;88.0;57.0;81.0;73.0;71.0;92.0;90.0
2017-09-26 17:00:00;60.0;78.0;42.0;81.0;76.0;61.0;88.0;90.0
2017-09-26 18:00:00;51.0;79.0;39.0;76.0;66.0;64.0;86.0;82.0
2017-09-26 19:00:00;47.0;77.0;29.0;68.0;69.0;73.0;70.0;79.0
2017-09-26 20:00:00;47.0;71.0;31.0;64.0;69.0;63.0;66.0;81.0
2017-09-26 21:00:00;14.0;55.0;28.0;69.0;49.0;31.0;67.0;75.0
2017-09-26 22:00:00;13.0;53.0;8.0;65.0;33.0;18.0;44.0;72.0
2017-09-26 23:00:00;4.0;33.0;17.0;55.0;30.0;23.0;25.0;80.0
2017-09-27 00:00:00;13.0;35.0;37.0;15.0;22.0;42.0;24.0;55.0
2017-09-27 01:00:00;3.0;39.0;37.0;10.0;17.0;41.0;18.0;26.0
2017-09-27 02:00:00;5.0;43.0;9.0;9.0;13.0;19.0;22.0;39.0
2017-09-27 03:00:00;7.0;45.0;12.0;12.0;6.0;21.0;23.0;30.0
2017-09-27 04:00:00;16.0;44.0;26.0;6.0;5.0;14.0;17.0;21.0
2017-09-27 05:00:00;18.0;41.0;4.0;3.0;1.0;8.0;18.0;17.0
2017-09-27 06:00:00;4.0;33.0;1.0;2.0;1.0;4.0;12.0;3.0
2017-09-27 07:00:00;0.0;4.0;1.0;2.0;1.0;1.0;5.0;2.0
2017-09-27 08:00:00;2.0;1.0;1.0;4.0;1.0;2.0;3.0;4.0
2017-09-27 09:00:00;26.0;37.0;23.0;7.0;2.0;3.0;13.0;16.0
2017-09-27 10:00:00;40.0;60.0;33.0;16.0;3.0;6.0;45.0;27.0
2017-09-27 11:00:00;37.0;60.0;31.0;59.0;14.0;19.0;56.0;31.0
2017-09-27 12:00:00;27.0;60.0;19.0;54.0;37.0;60.0;41.0;61.0
2017-09-27 13:00:00;27.0;68.0;21.0;74.0;59.0;61.0;52.0;75.0
2017-09-27 17:00:00;59.0;87.0;43.0;64.0;71.0;61.0;91.0;86.0
2017-09-27 18:00:00;50.0;77.0;35.0;71.0;65.0;47.0;84.0;77.0
2017-09-27 19:00:00;45.0;69.0;26.0;68.0;59.0;37.0;79.0;63.0
2017-09-27 20:00:00;50.0;48.0;31.0;61.0;41.0;50.0;62.0;55.0
2017-09-27 21:00:00;38.0;29.0;32.0;46.0;14.0;39.0;55.0;42.0
2017-09-27 22:00:00;23.0;25.0;36.0;11.0;17.0;32.0;50.0;22.0
2017-09-27 23:00:00;30.0;26.0;19.0;2.0;9.0;33.0;25.0;14.0
2017-09-28 00:00:00;40.0;40.0;20.0;3.0;2.0;27.0;24.0;3.0
2017-09-28 01:00:00;31.0;46.0;24.0;2.0;1.0;3.0;30.0;9.0
2017-09-28 02:00:00;18.0;51.0;27.0;3.0;1.0;1.0;37.0;17.0
2017-09-28 03:00:00;23.0;42.0;12.0;5.0;1.0;6.0;34.0;15.0
2017-09-28 04:00:00;24.0;37.0;17.0;5.0;1.0;14.0;25.0;13.0
2017-09-28 05:00:00;28.0;37.0;5.0;6.0;1.0;16.0;16.0;13.0
2017-09-28 06:00:00;21.0;28.0;5.0;6.0;1.0;13.0;12.0;13.0
2017-09-28 07:00:00;10.0;4.0;1.0;6.0;1.0;2.0;6.0;4.0
2017-09-28 08:00:00;5.0;1.0;1.0;5.0;1.0;1.0;3.0;4.0
2017-09-28 09:00:00;11.0;38.0;11.0;6.0;2.0;2.0;6.0;5.0
2017-09-28 11:00:00;15.0;63.0;13.0;29.0;12.0;15.0;26.0;39.0
2017-09-28 14:00:00;65.0;73.0;42.0;83.0;78.0;93.0;89.0;95.0
2017-09-28 15:00:00;63.0;75.0;46.0;79.0;88.0;94.0;85.0;102.0
2017-09-28 16:00:00;57.0;82.0;38.0;83.0;88.0;95.0;89.0;94.0
2017-09-28 17:00:00;46.0;86.0;41.0;74.0;84.0;83.0;81.0;89.0
2017-09-28 18:00:00;47.0;77.0;42.0;65.0;70.0;72.0;85.0;85.0
2017-09-28 19:00:00;40.0;58.0;23.0;51.0;54.0;49.0;71.0;74.0
2017-09-28 20:00:00;34.0;46.0;24.0;51.0;37.0;56.0;44.0;60.0
2017-09-28 21:00:00;40.0;25.0;33.0;33.0;6.0;57.0;37.0;46.0
2017-09-28 22:00:00;38.0;10.0;27.0;3.0;10.0;39.0;10.0;31.0
2017-09-28 23:00:00;42.0;10.0;28.0;2.0;6.0;55.0;6.0;8.0
2017-09-29 00:00:00;24.0;24.0;24.0;2.0;1.0;39.0;20.0;9.0
2017-09-29 01:00:00;15.0;37.0;30.0;2.0;1.0;18.0;35.0;8.0
2017-09-29 02:00:00;28.0;47.0;37.0;3.0;1.0;21.0;30.0;10.0
2017-09-29 03:00:00;26.0;49.0;41.0;4.0;1.0;15.0;42.0;13.0
2017-09-29 04:00:00;30.0;41.0;34.0;4.0;1.0;14.0;24.0;13.0
2017-09-29 05:00:00;28.0;41.0;19.0;5.0;1.0;19.0;21.0;21.0
2017-09-29 06:00:00;11.0;36.0;6.0;3.0;1.0;7.0;15.0;11.0
2017-09-29 07:00:00;1.0;12.0;1.0;3.0;1.0;2.0;2.0;4.0
2017-09-29 08:00:00;2.0;1.0;2.0;4.0;2.0;1.0;4.0;7.0
2017-09-29 09:00:00;21.0;23.0;8.0;8.0;4.0;3.0;21.0;19.0
2017-09-29 10:00:00;40.0;77.0;33.0;22.0;5.0;10.0;59.0;42.0
2017-09-29 12:00:00;63.0;77.0;44.0;60.0;11.0;60.0;57.0;61.0
2017-09-29 14:00:00;57.0;89.0;49.0;69.0;60.0;76.0;89.0;89.0
2017-09-29 15:00:00;66.0;91.0;52.0;67.0;66.0;85.0;99.0;93.0
2017-09-29 16:00:00;69.0;94.0;50.0;73.0;72.0;71.0;102.0;97.0
2017-09-29 17:00:00;67.0;89.0;49.0;70.0;68.0;41.0;100.0;95.0
2017-09-29 18:00:00;63.0;81.0;45.0;69.0;69.0;34.0;90.0;89.0
2017-09-29 19:00:00;55.0;70.0;35.0;66.0;60.0;44.0;82.0;61.0
2017-09-29 20:00:00;62.0;50.0;36.0;53.0;53.0;60.0;67.0;54.0
2017-09-29 21:00:00;48.0;32.0;38.0;46.0;30.0;53.0;54.0;46.0
2017-09-29 22:00:00;45.0;27.0;43.0;20.0;6.0;58.0;39.0;35.0
2017-09-29 23:00:00;32.0;26.0;23.0;7.0;8.0;43.0;25.0;8.0
2017-09-30 00:00:00;32.0;30.0;39.0;4.0;2.0;28.0;8.0;19.0
2017-09-30 01:00:00;48.0;45.0;42.0;2.0;1.0;10.0;31.0;26.0
2017-09-30 02:00:00;10.0;30.0;30.0;3.0;2.0;1.0;30.0;32.0
2017-09-30 03:00:00;18.0;42.0;21.0;3.0;4.0;7.0;27.0;50.0
2017-09-30 04:00:00;37.0;48.0;30.0;3.0;1.0;34.0;30.0;40.0
2017-09-30 05:00:00;42.0;42.0;36.0;3.0;2.0;30.0;38.0;51.0
2017-09-30 06:00:00;53.0;42.0;34.0;2.0;3.0;20.0;51.0;42.0
2017-09-30 07:00:00;47.0;33.0;21.0;2.0;3.0;27.0;57.0;30.0
2017-09-30 08:00:00;36.0;39.0;31.0;6.0;9.0;11.0;43.0;32.0
2017-09-30 09:00:00;40.0;53.0;37.0;11.0;14.0;23.0;21.0;35.0
2017-09-30 10:00:00;53.0;59.0;49.0;22.0;25.0;58.0;56.0;38.0
2017-09-30 11:00:00;53.0;52.0;44.0;59.0;36.0;57.0;67.0;37.0
2017-09-30 12:00:00;65.0;67.0;59.0;77.0;42.0;72.0;69.0;48.0
2017-09-30 13:00:00;77.0;82.0;59.0;82.0;54.0;60.0;87.0;70.0
2017-09-30 14:00:00;80.0;81.0;60.0;88.0;74.0;67.0;92.0;72.0
2017-09-30 15:00:00;83.0;80.0;67.0;88.0;72.0;76.0;87.0;58.0
2017-09-30 16:00:00;72.0;75.0;61.0;89.0;71.0;78.0;81.0;66.0
2017-09-30 17:00:00;58.0;66.0;56.0;82.0;57.0;71.0;77.0;60.0
2017-09-30 18:00:00;43.0;42.0;28.0;45.0;47.0;41.0;48.0;44.0
2017-09-30 19:00:00;29.0;35.0;20.0;14.0;29.0;40.0;45.0;21.0
2017-09-30 20:00:00;18.0;28.0;10.0;14.0;26.0;23.0;38.0;29.0
2017-09-30 21:00:00;27.0;42.0;13.0;15.0;10.0;30.0;25.0;62.0
2017-09-30 22:00:00;61.0;52.0;54.0;24.0;12.0;75.0;55.0;70.0
2017-09-30 23:00:00;53.0;57.0;46.0;25.0;7.0;68.0;50.0;57.0
2017-10-01 00:00:00;37.0;53.0;32.0;13.0;15.0;37.0;40.0;64.0
2017-10-01 01:00:00;39.0;58.0;32.0;10.0;12.0;41.0;49.0;32.0
2017-10-01 02:00:00;40.0;53.0;41.0;10.0;11.0;41.0;49.0;29.0
2017-10-01 03:00:00;40.0;50.0;47.0;11.0;9.0;41.0;44.0;31.0
2017-10-01 04:00:00;39.0;37.0;27.0;5.0;6.0;36.0;31.0;37.0
2017-10-01 05:00:00;42.0;45.0;48.0;5.0;8.0;47.0;42.0;46.0
2017-10-01 06:00:00;52.0;46.0;47.0;4.0;9.0;62.0;50.0;76.0
2017-10-01 07:00:00;57.0;50.0;50.0;4.0;9.0;52.0;62.0;72.0
2017-10-01 08:00:00;56.0;50.0;50.0;4.0;39.0;50.0;62.0;70.0
2017-10-01 09:00:00;57.0;53.0;51.0;20.0;21.0;60.0;63.0;75.0
2017-10-01 10:00:00;57.0;45.0;41.0;57.0;55.0;65.0;65.0;75.0
2017-10-01 11:00:00;50.0;41.0;29.0;52.0;61.0;68.0;63.0;73.0
2017-10-01 12:00:00;43.0;32.0;31.0;47.0;59.0;71.0;65.0;68.0
2017-10-01 13:00:00;21.0;45.0;24.0;60.0;61.0;67.0;48.0;71.0
2017-10-01 14:00:00;54.0;52.0;43.0;62.0;67.0;55.0;62.0;71.0
2017-10-01 15:00:00;62.0;64.0;50.0;62.0;72.0;65.0;74.0;78.0
2017-10-01 16:00:00;52.0;65.0;39.0;58.0;72.0;68.0;71.0;79.0
2017-10-01 17:00:00;56.0;67.0;43.0;58.0;69.0;43.0;70.0;77.0
2017-10-01 18:00:00;58.0;68.0;44.0;56.0;56.0;43.0;70.0;66.0
2017-10-01 19:00:00;49.0;41.0;26.0;44.0;51.0;30.0;61.0;27.0
2017-10-01 20:00:00;43.0;33.0;38.0;18.0;37.0;45.0;51.0;25.0
2017-10-01 21:00:00;35.0;30.0;28.0;3.0;24.0;36.0;57.0;19.0
2017-10-01 22:00:00;32.0;22.0;20.0;2.0;14.0;42.0;53.0;14.0
2017-10-01 23:00:00;36.0;14.0;15.0;3.0;15.0;24.0;58.0;3.0
2017-10-02 00:00:00;46.0;40.0;18.0;3.0;13.0;24.0;58.0;19.0
2017-10-02 01:00:00;41.0;43.0;27.0;2.0;8.0;20.0;54.0;16.0
2017-10-02 02:00:00;44.0;47.0;30.0;2.0;6.0;26.0;40.0;32.0
2017-10-02 03:00:00;23.0;30.0;31.0;6.0;6.0;16.0;40.0;23.0
2017-10-02 04:00:00;36.0;23.0;18.0;5.0;1.0;31.0;48.0;11.0
2017-10-02 05:00:00;30.0;30.0;33.0;7.0;1.0;28.0;33.0;5.0
2017-10-02 06:00:00;24.0;27.0;31.0;4.0;1.0;9.0;20.0;7.0
2017-10-02 07:00:00;7.0;17.0;7.0;4.0;1.0;2.0;23.0;4.0
2017-10-02 08:00:00;2.0;3.0;5.0;4.0;1.0;2.0;9.0;2.0
2017-10-02 09:00:00;4.0;7.0;3.0;5.0;1.0;2.0;11.0;4.0
2017-10-02 10:00:00;10.0;18.0;7.0;6.0;3.0;9.0;22.0;19.0
2017-10-02 11:00:00;13.0;23.0;12.0;9.0;5.0;16.0;28.0;41.0
2017-10-02 12:00:00;18.0;31.0;18.0;20.0;28.0;45.0;34.0;57.0
2017-10-02 13:00:00;36.0;35.0;29.0;50.0;57.0;65.0;52.0;73.0
2017-10-02 14:00:00;49.0;58.0;38.0;59.0;66.0;73.0;70.0;65.0
2017-10-02 15:00:00;48.0;52.0;36.0;52.0;60.0;61.0;64.0;65.0
2017-10-02 16:00:00;32.0;46.0;22.0;50.0;58.0;55.0;52.0;64.0
2017-10-02 17:00:00;27.0;41.0;13.0;48.0;53.0;46.0;46.0;59.0
2017-10-02 18:00:00;19.0;49.0;14.0;52.0;43.0;30.0;43.0;49.0
2017-10-02 19:00:00;17.0;45.0;10.0;35.0;29.0;33.0;55.0;42.0
2017-10-02 20:00:00;10.0;35.0;8.0;27.0;25.0;29.0;37.0;45.0
2017-10-02 21:00:00;19.0;34.0;10.0;25.0;27.0;30.0;35.0;45.0
2017-10-02 22:00:00;26.0;37.0;14.0;28.0;25.0;28.0;34.0;44.0
2017-10-02 23:00:00;24.0;34.0;25.0;29.0;7.0;15.0;35.0;35.0
2017-10-03 00:00:00;25.0;17.0;19.0;22.0;11.0;21.0;29.0;23.0
2017-10-03 01:00:00;21.0;16.0;15.0;11.0;6.0;16.0;22.0;17.0
2017-10-03 02:00:00;31.0;27.0;27.0;10.0;4.0;25.0;34.0;25.0
2017-10-03 03:00:00;28.0;23.0;22.0;7.0;4.0;24.0;32.0;34.0
2017-10-03 04:00:00;26.0;20.0;24.0;5.0;6.0;15.0;39.0;35.0
2017-10-03 05:00:00;41.0;21.0;16.0;5.0;4.0;13.0;18.0;43.0
2017-10-03 06:00:00;36.0;21.0;9.0;4.0;4.0;23.0;13.0;39.0
2017-10-03 07:00:00;26.0;1.0;4.0;3.0;3.0;10.0;16.0;30.0
2017-10-03 08:00:00;13.0;16.0;1.0;3.0;4.0;8.0;35.0;17.0
2017-10-03 09:00:00;20.0;13.0;2.0;5.0;7.0;3.0;29.0;18.0
2017-10-03 10:00:00;9.0;14.0;15.0;11.0;16.0;11.0;45.0;24.0
2017-10-03 11:00:00;24.0;32.0;38.0;36.0;22.0;22.0;53.0;49.0
2017-10-03 12:00:00;21.0;47.0;27.0;49.0;37.0;29.0;55.0;41.0
2017-10-03 13:00:00;23.0;50.0;30.0;60.0;46.0;46.0;50.0;49.0
2017-10-03 14:00:00;45.0;60.0;34.0;63.0;56.0;64.0;60.0;70.0
2017-10-03 15:00:00;61.0;73.0;50.0;66.0;71.0;55.0;68.0;81.0
2017-10-03 16:00:00;61.0;71.0;46.0;59.0;72.0;55.0;74.0;82.0
2017-10-03 17:00:00;53.0;64.0;46.0;63.0;68.0;30.0;73.0;80.0
2017-10-03 19:00:00;30.0;57.0;34.0;62.0;52.0;27.0;56.0;55.0
2017-10-03 20:00:00;31.0;45.0;25.0;45.0;34.0;16.0;33.0;35.0
2017-10-03 21:00:00;47.0;41.0;33.0;49.0;12.0;35.0;40.0;23.0
2017-10-03 22:00:00;42.0;24.0;38.0;32.0;2.0;30.0;28.0;23.0
2017-10-03 23:00:00;26.0;21.0;24.0;3.0;1.0;29.0;4.0;14.0
2017-10-04 00:00:00;24.0;26.0;9.0;2.0;1.0;12.0;39.0;5.0
2017-10-04 01:00:00;34.0;19.0;10.0;2.0;1.0;4.0;38.0;12.0
2017-10-04 02:00:00;27.0;24.0;3.0;2.0;1.0;1.0;26.0;14.0
2017-10-04 03:00:00;9.0;37.0;1.0;3.0;1.0;2.0;33.0;2.0
2017-10-04 04:00:00;4.0;26.0;3.0;3.0;1.0;3.0;27.0;18.0
2017-10-04 05:00:00;7.0;14.0;1.0;3.0;1.0;2.0;26.0;8.0
2017-10-04 06:00:00;15.0;23.0;1.0;3.0;1.0;2.0;16.0;10.0
